2026-01-20T19:41:50.685513136Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:42:04.472179600Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:42:19.948069378Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:42:26.880978014Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 500 staked (raw: 500000000000), 0 pending (raw: 0)
2026-01-20T19:42:43.133536386Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 200 staked (raw: 200000000000), 0 pending (raw: 0)
2026-01-20T19:42:53.125102105Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 200 staked (raw: 200000000000), 0 pending (raw: 0)
2026-01-20T19:43:05.374868398Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 200 staked (raw: 200000000000), 0 pending (raw: 0)
2026-01-20T19:43:17.703361874Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 200 staked (raw: 200000000000), 0 pending (raw: 0)
2026-01-20T19:43:25.269611388Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 200 staked (raw: 200000000000), 0 pending (raw: 0)
2026-01-20T19:43:29.383575370Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 1100 staked (raw: 1100000000000), 0 pending (raw: 0)
2026-01-20T19:43:54.105071320Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:44:32.659131269Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:44:49.028169814Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:45:43.220293564Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:45:56.445225735Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:46:53.988555814Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:49:07.518805209Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:53:04.961896799Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 1100 staked (raw: 1100000000000), 0 pending (raw: 0)
2026-01-20T19:53:13.009857538Z [inf]  [Staking] Stake info for 9Y4Cje3zzWGjT6AjNDQaFKfsaWa2bT4LB8fT93PJwG9R: 1100 staked (raw: 1100000000000), 0 pending (raw: 0)
2026-01-20T19:53:32.011133060Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T19:53:50.286066870Z [inf]  [Staking] Stake info for ALK6Zw3PYjNFhruJSa2guUBxmhKsezbNDprDRW98mJdE: 50000 staked (raw: 50000000000000), 0 pending (raw: 0)
2026-01-20T23:11:07.641038558Z [inf]  [Staking] Stake info for C6LgtQmBEjDAmiJNYPJUhRGA3a2f2YKzENSyiiiAVBr4: 100 staked (raw: 100000000000), 0 pending (raw: 0)
2026-01-20T23:12:37.076958965Z [inf]  [Staking] Stake info for C6LgtQmBEjDAmiJNYPJUhRGA3a2f2YKzENSyiiiAVBr4: 100 staked (raw: 100000000000), 0 pending (raw: 0)
2026-01-20T23:13:00.253874878Z [inf]  [Staking] Stake info for C6LgtQmBEjDAmiJNYPJUhRGA3a2f2YKzENSyiiiAVBr4: 100 staked (raw: 100000000000), 0 pending (raw: 0)
2026-01-20T23:14:45.499492186Z [inf]  [Staking] Stake info for C6LgtQmBEjDAmiJNYPJUhRGA3a2f2YKzENSyiiiAVBr4: 100 staked (raw: 100000000000), 0 pending (raw: 0)
2026-01-20T23:14:54.501424406Z [inf]  [Staking] Stake info for C6LgtQmBEjDAmiJNYPJUhRGA3a2f2YKzENSyiiiAVBr4: 100 staked (raw: 100000000000), 0 pending (raw: 0)
2026-01-20T23:15:11.682513470Z [inf]  [Staking] Stake info for C6LgtQmBEjDAmiJNYPJUhRGA3a2f2YKzENSyiiiAVBr4: 500 staked (raw: 500000000000), 0 pending (raw: 0)
2026-01-20T23:16:05.894985523Z [inf]  [Staking] Stake info for C6LgtQmBEjDAmiJNYPJUhRGA3a2f2YKzENSyiiiAVBr4: 500 staked (raw: 500000000000), 0 pending (raw: 0)
